UF;Município;Município-UF;IBGE
MG;Ijaci;Ijaci-MG;3130408
MG;Ilicínea;Ilicínea-MG;3130507
MG;Imbé de Minas;Imbé de Minas-MG;3130556
MG;Inconfidentes;Inconfidentes-MG;3130606
MG;Indaiabira;Indaiabira-MG;3130655
MG;Indianópolis;Indianópolis-MG;3130705
MG;Ingaí;Ingaí-MG;3130804
MG;Inhapim;Inhapim-MG;3130903
MG;Inhaúma;Inhaúma-MG;3131000
MG;Inimutaba;Inimutaba-MG;3131109
MG;Ipaba;Ipaba-MG;3131158
MG;Ipanema;Ipanema-MG;3131208
MG;Ipatinga;Ipatinga-MG;3131307
MG;Ipiaçu;Ipiaçu-MG;3131406
MG;Ipuiúna;Ipuiúna-MG;3131505
MG;Iraí de Minas;Iraí de Minas-MG;3131604
MG;Itabira;Itabira-MG;3131703
MG;Itabirinha;Itabirinha-MG;3131802
MG;Itabirito;Itabirito-MG;3131901
MG;Itacambira;Itacambira-MG;3132008
MG;Itacarambi;Itacarambi-MG;3132107
MG;Itaguara;Itaguara-MG;3132206
MG;Itaipé;Itaipé-MG;3132305
MG;Itajubá;Itajubá-MG;3132404
MG;Itamarandiba;Itamarandiba-MG;3132503
MG;Itamarati de Minas;Itamarati de Minas-MG;3132602
MG;Itambacuri;Itambacuri-MG;3132701
MG;Itambé do Mato Dentro;Itambé do Mato Dentro-MG;3132800
MG;Itamogi;Itamogi-MG;3132909
MG;Itamonte;Itamonte-MG;3133006
MG;Itanhandu;Itanhandu-MG;3133105
MG;Itanhomi;Itanhomi-MG;3133204
MG;Itaobim;Itaobim-MG;3133303
MG;Itapagipe;Itapagipe-MG;3133402
MG;Itapecerica;Itapecerica-MG;3133501
MG;Itapeva;Itapeva-MG;3133600
MG;Itatiaiuçu;Itatiaiuçu-MG;3133709
MG;Itaú de Minas;Itaú de Minas-MG;3133758
MG;Itaúna;Itaúna-MG;3133808
MG;Itaverava;Itaverava-MG;3133907
MG;Itinga;Itinga-MG;3134004
MG;Itueta;Itueta-MG;3134103
MG;Ituiutaba;Ituiutaba-MG;3134202
MG;Itumirim;Itumirim-MG;3134301
MG;Iturama;Iturama-MG;3134400
MG;Itutinga;Itutinga-MG;3134509
MG;Jaboticatubas;Jaboticatubas-MG;3134608
MG;Jacinto;Jacinto-MG;3134707
MG;Jacuí;Jacuí-MG;3134806
MG;Jacutinga;Jacutinga-MG;3134905
MG;Jaguaraçu;Jaguaraçu-MG;3135001
MG;Jaíba;Jaíba-MG;3135050
MG;Jampruca;Jampruca-MG;3135076
MG;Janaúba;Janaúba-MG;3135100
MG;Januária;Januária-MG;3135209
MG;Japaraíba;Japaraíba-MG;3135308
MG;Japonvar;Japonvar-MG;3135357
MG;Jeceaba;Jeceaba-MG;3135407
MG;Jenipapo de Minas;Jenipapo de Minas-MG;3135456
MG;Jequeri;Jequeri-MG;3135506
MG;Jequitaí;Jequitaí-MG;3135605
MG;Jequitibá;Jequitibá-MG;3135704
MG;Jequitinhonha;Jequitinhonha-MG;3135803
MG;Jesuânia;Jesuânia-MG;3135902
MG;Joaíma;Joaíma-MG;3136009
MG;Joanésia;Joanésia-MG;3136108
MG;João Monlevade;João Monlevade-MG;3136207
MG;João Pinheiro;João Pinheiro-MG;3136306
MG;Joaquim Felício;Joaquim Felício-MG;3136405
MG;Jordânia;Jordânia-MG;3136504
MG;José Gonçalves de Minas;José Gonçalves de Minas-MG;3136520
MG;José Raydan;José Raydan-MG;3136553
MG;Josenópolis;Josenópolis-MG;3136579
MG;Juatuba;Juatuba-MG;3136652
MG;Juiz de Fora;Juiz de Fora-MG;3136702
MG;Juramento;Juramento-MG;3136801
MG;Juruaia;Juruaia-MG;3136900
MG;Juvenília;Juvenília-MG;3136959
MG;Ladainha;Ladainha-MG;3137007
MG;Lagamar;Lagamar-MG;3137106
MG;Lagoa da Prata;Lagoa da Prata-MG;3137205
MG;Lagoa dos Patos;Lagoa dos Patos-MG;3137304
MG;Lagoa Dourada;Lagoa Dourada-MG;3137403
MG;Lagoa Formosa;Lagoa Formosa-MG;3137502
MG;Lagoa Grande;Lagoa Grande-MG;3137536
MG;Lagoa Santa;Lagoa Santa-MG;3137601
MG;Lajinha;Lajinha-MG;3137700
MG;Lambari;Lambari-MG;3137809
MG;Lamim;Lamim-MG;3137908
MG;Laranjal;Laranjal-MG;3138005
MG;Lassance;Lassance-MG;3138104
MG;Lavras;Lavras-MG;3138203
MG;Leandro Ferreira;Leandro Ferreira-MG;3138302
MG;Leme do Prado;Leme do Prado-MG;3138351
MG;Leopoldina;Leopoldina-MG;3138401
MG;Liberdade;Liberdade-MG;3138500
MG;Lima Duarte;Lima Duarte-MG;3138609
MG;Limeira do Oeste;Limeira do Oeste-MG;3138625
MG;Lontra;Lontra-MG;3138658
MG;Luisburgo;Luisburgo-MG;3138674
MG;Luislândia;Luislândia-MG;3138682
MG;Luminárias;Luminárias-MG;3138708
MG;Luz;Luz-MG;3138807
MG;Machacalis;Machacalis-MG;3138906
MG;Machado;Machado-MG;3139003
MG;Madre de Deus de Minas;Madre de Deus de Minas-MG;3139102
MG;Malacacheta;Malacacheta-MG;3139201
MG;Mamonas;Mamonas-MG;3139250
MG;Manga;Manga-MG;3139300
MG;Manhuaçu;Manhuaçu-MG;3139409
MG;Manhumirim;Manhumirim-MG;3139508
MG;Mantena;Mantena-MG;3139607
MG;Mar de Espanha;Mar de Espanha-MG;3139805
MG;Maravilhas;Maravilhas-MG;3139706
MG;Maria da Fé;Maria da Fé-MG;3139904
MG;Mariana;Mariana-MG;3140001
MG;Marilac;Marilac-MG;3140100
MG;Mário Campos;Mário Campos-MG;3140159
MG;Maripá de Minas;Maripá de Minas-MG;3140209
MG;Marliéria;Marliéria-MG;3140308
MG;Marmelópolis;Marmelópolis-MG;3140407
MG;Martinho Campos;Martinho Campos-MG;3140506
MG;Martins Soares;Martins Soares-MG;3140530
MG;Mata Verde;Mata Verde-MG;3140555
MG;Materlândia;Materlândia-MG;3140605
MG;Mateus Leme;Mateus Leme-MG;3140704
MG;Mathias Lobato;Mathias Lobato-MG;3171501
MG;Matias Barbosa;Matias Barbosa-MG;3140803
MG;Matias Cardoso;Matias Cardoso-MG;3140852
MG;Matipó;Matipó-MG;3140902
MG;Mato Verde;Mato Verde-MG;3141009
MG;Matozinhos;Matozinhos-MG;3141108
MG;Matutina;Matutina-MG;3141207
MG;Medeiros;Medeiros-MG;3141306
MG;Medina;Medina-MG;3141405
MG;Mendes Pimentel;Mendes Pimentel-MG;3141504
MG;Mercês;Mercês-MG;3141603
MG;Mesquita;Mesquita-MG;3141702
MG;Minas Novas;Minas Novas-MG;3141801
MG;Minduri;Minduri-MG;3141900
MG;Mirabela;Mirabela-MG;3142007
MG;Miradouro;Miradouro-MG;3142106
MG;Miraí;Miraí-MG;3142205
MG;Miravânia;Miravânia-MG;3142254
MG;Moeda;Moeda-MG;3142304
MG;Moema;Moema-MG;3142403
MG;Monjolos;Monjolos-MG;3142502
MG;Monsenhor Paulo;Monsenhor Paulo-MG;3142601
MG;Montalvânia;Montalvânia-MG;3142700
MG;Monte Alegre de Minas;Monte Alegre de Minas-MG;3142809
MG;Monte Azul;Monte Azul-MG;3142908
MG;Monte Belo;Monte Belo-MG;3143005
MG;Monte Carmelo;Monte Carmelo-MG;3143104
MG;Monte Formoso;Monte Formoso-MG;3143153
MG;Monte Santo de Minas;Monte Santo de Minas-MG;3143203
MG;Monte Sião;Monte Sião-MG;3143401
MG;Montes Claros;Montes Claros-MG;3143302
MG;Montezuma;Montezuma-MG;3143450
MG;Morada Nova de Minas;Morada Nova de Minas-MG;3143500
MG;Morro da Garça;Morro da Garça-MG;3143609
MG;Morro do Pilar;Morro do Pilar-MG;3143708
MG;Munhoz;Munhoz-MG;3143807
MG;Muriaé;Muriaé-MG;3143906
MG;Mutum;Mutum-MG;3144003
MG;Muzambinho;Muzambinho-MG;3144102
MG;Nacip Raydan;Nacip Raydan-MG;3144201
MG;Nanuque;Nanuque-MG;3144300
MG;Naque;Naque-MG;3144359
MG;Natalândia;Natalândia-MG;3144375
MG;Natércia;Natércia-MG;3144409
MG;Nazareno;Nazareno-MG;3144508
MG;Nepomuceno;Nepomuceno-MG;3144607
MG;Ninheira;Ninheira-MG;3144656
MG;Nova Belém;Nova Belém-MG;3144672
MG;Nova Era;Nova Era-MG;3144706
MG;Nova Lima;Nova Lima-MG;3144805
MG;Nova Módica;Nova Módica-MG;3144904
MG;Nova Ponte;Nova Ponte-MG;3145000
MG;Nova Porteirinha;Nova Porteirinha-MG;3145059
MG;Nova Resende;Nova Resende-MG;3145109
MG;Nova Serrana;Nova Serrana-MG;3145208
MG;Nova União;Nova União-MG;3136603
MG;Novo Cruzeiro;Novo Cruzeiro-MG;3145307
MG;Novo Oriente de Minas;Novo Oriente de Minas-MG;3145356
MG;Novorizonte;Novorizonte-MG;3145372
MG;Olaria;Olaria-MG;3145406
MG;Olhos-d'Água;Olhos-d'Água-MG;3145455
MG;Olímpio Noronha;Olímpio Noronha-MG;3145505
MG;Oliveira;Oliveira-MG;3145604
MG;Oliveira Fortes;Oliveira Fortes-MG;3145703
MG;Onça de Pitangui;Onça de Pitangui-MG;3145802
MG;Oratórios;Oratórios-MG;3145851
MG;Orizânia;Orizânia-MG;3145877
MG;Ouro Branco;Ouro Branco-MG;3145901
MG;Ouro Fino;Ouro Fino-MG;3146008
MG;Ouro Preto;Ouro Preto-MG;3146107
MG;Ouro Verde de Minas;Ouro Verde de Minas-MG;3146206
MG;Padre Carvalho;Padre Carvalho-MG;3146255
MG;Padre Paraíso;Padre Paraíso-MG;3146305
MG;Pai Pedro;Pai Pedro-MG;3146552
MG;Paineiras;Paineiras-MG;3146404
MG;Pains;Pains-MG;3146503
MG;Paiva;Paiva-MG;3146602
MG;Palma;Palma-MG;3146701
MG;Palmópolis;Palmópolis-MG;3146750
MG;Papagaios;Papagaios-MG;3146909
MG;Pará de Minas;Pará de Minas-MG;3147105
MG;Paracatu;Paracatu-MG;3147006
MG;Paraguaçu;Paraguaçu-MG;3147204
MG;Paraisópolis;Paraisópolis-MG;3147303
MG;Paraopeba;Paraopeba-MG;3147402
MG;Passa Quatro;Passa Quatro-MG;3147600
MG;Passa Tempo;Passa Tempo-MG;3147709
MG;Passa Vinte;Passa Vinte-MG;3147808
MG;Passabém;Passabém-MG;3147501
MG;Passos;Passos-MG;3147907
MG;Patis;Patis-MG;3147956
MG;Patos de Minas;Patos de Minas-MG;3148004
MG;Patrocínio;Patrocínio-MG;3148103
MG;Patrocínio do Muriaé;Patrocínio do Muriaé-MG;3148202
MG;Paula Cândido;Paula Cândido-MG;3148301
MG;Paulistas;Paulistas-MG;3148400
MG;Pavão;Pavão-MG;3148509
MG;Peçanha;Peçanha-MG;3148608
MG;Pedra Azul;Pedra Azul-MG;3148707
MG;Pedra Bonita;Pedra Bonita-MG;3148756
MG;Pedra do Anta;Pedra do Anta-MG;3148806
MG;Pedra do Indaiá;Pedra do Indaiá-MG;3148905
MG;Pedra Dourada;Pedra Dourada-MG;3149002
MG;Pedralva;Pedralva-MG;3149101
MG;Pedras de Maria da Cruz;Pedras de Maria da Cruz-MG;3149150
MG;Pedrinópolis;Pedrinópolis-MG;3149200
MG;Pedro Leopoldo;Pedro Leopoldo-MG;3149309
MG;Pedro Teixeira;Pedro Teixeira-MG;3149408
MG;Pequeri;Pequeri-MG;3149507
MG;Pequi;Pequi-MG;3149606
MG;Perdigão;Perdigão-MG;3149705
MG;Perdizes;Perdizes-MG;3149804
MG;Perdões;Perdões-MG;3149903
MG;Periquito;Periquito-MG;3149952
MG;Pescador;Pescador-MG;3150000
MG;Piau;Piau-MG;3150109
MG;Piedade de Caratinga;Piedade de Caratinga-MG;3150158
MG;Piedade de Ponte Nova;Piedade de Ponte Nova-MG;3150208
MG;Piedade do Rio Grande;Piedade do Rio Grande-MG;3150307
MG;Piedade dos Gerais;Piedade dos Gerais-MG;3150406
MG;Pimenta;Pimenta-MG;3150505
MG;Pingo d'Água;Pingo d'Água-MG;3150539
MG;Pintópolis;Pintópolis-MG;3150570
MG;Piracema;Piracema-MG;3150604
MG;Pirajuba;Pirajuba-MG;3150703
MG;Piranga;Piranga-MG;3150802
MG;Piranguçu;Piranguçu-MG;3150901
MG;Piranguinho;Piranguinho-MG;3151008
MG;Pirapetinga;Pirapetinga-MG;3151107
MG;Pirapora;Pirapora-MG;3151206
MG;Piraúba;Piraúba-MG;3151305
MG;Pitangui;Pitangui-MG;3151404
MG;Piumhi;Piumhi-MG;3151503
MG;Planura;Planura-MG;3151602
MG;Poço Fundo;Poço Fundo-MG;3151701
MG;Poços de Caldas;Poços de Caldas-MG;3151800
MG;Pocrane;Pocrane-MG;3151909
MG;Pompéu;Pompéu-MG;3152006
MG;Ponte Nova;Ponte Nova-MG;3152105
MG;Ponto Chique;Ponto Chique-MG;3152131
MG;Ponto dos Volantes;Ponto dos Volantes-MG;3152170
MG;Porteirinha;Porteirinha-MG;3152204
MG;Porto Firme;Porto Firme-MG;3152303
MG;Poté;Poté-MG;3152402
MG;Pouso Alegre;Pouso Alegre-MG;3152501
MG;Pouso Alto;Pouso Alto-MG;3152600
MG;Prados;Prados-MG;3152709
MG;Prata;Prata-MG;3152808
MG;Pratápolis;Pratápolis-MG;3152907
MG;Pratinha;Pratinha-MG;3153004
MG;Presidente Bernardes;Presidente Bernardes-MG;3153103
MG;Presidente Juscelino;Presidente Juscelino-MG;3153202
MG;Presidente Kubitschek;Presidente Kubitschek-MG;3153301
MG;Presidente Olegário;Presidente Olegário-MG;3153400
MG;Prudente de Morais;Prudente de Morais-MG;3153608
MG;Quartel Geral;Quartel Geral-MG;3153707
MG;Queluzito;Queluzito-MG;3153806
MG;Raposos;Raposos-MG;3153905
MG;Raul Soares;Raul Soares-MG;3154002
MG;Recreio;Recreio-MG;3154101
MG;Reduto;Reduto-MG;3154150
MG;Resende Costa;Resende Costa-MG;3154200
MG;Resplendor;Resplendor-MG;3154309
MG;Ressaquinha;Ressaquinha-MG;3154408
MG;Riachinho;Riachinho-MG;3154457
MG;Riacho dos Machados;Riacho dos Machados-MG;3154507
MG;Ribeirão das Neves;Ribeirão das Neves-MG;3154606
MG;Ribeirão Vermelho;Ribeirão Vermelho-MG;3154705
MG;Rio Acima;Rio Acima-MG;3154804
MG;Rio Casca;Rio Casca-MG;3154903
MG;Rio do Prado;Rio do Prado-MG;3155108
MG;Rio Doce;Rio Doce-MG;3155009
MG;Rio Espera;Rio Espera-MG;3155207
MG;Rio Manso;Rio Manso-MG;3155306
MG;Rio Novo;Rio Novo-MG;3155405
MG;Rio Paranaíba;Rio Paranaíba-MG;3155504
MG;Rio Pardo de Minas;Rio Pardo de Minas-MG;3155603
MG;Rio Piracicaba;Rio Piracicaba-MG;3155702
MG;Rio Pomba;Rio Pomba-MG;3155801
MG;Rio Preto;Rio Preto-MG;3155900
MG;Rio Vermelho;Rio Vermelho-MG;3156007
MG;Ritápolis;Ritápolis-MG;3156106
MG;Rochedo de Minas;Rochedo de Minas-MG;3156205
MG;Rodeiro;Rodeiro-MG;3156304
MG;Romaria;Romaria-MG;3156403
MG;Rosário da Limeira;Rosário da Limeira-MG;3156452
MG;Rubelita;Rubelita-MG;3156502
MG;Rubim;Rubim-MG;3156601
MG;Sabará;Sabará-MG;3156700
MG;Sabinópolis;Sabinópolis-MG;3156809
MG;Sacramento;Sacramento-MG;3156908
MG;Salinas;Salinas-MG;3157005
MG;Salto da Divisa;Salto da Divisa-MG;3157104
MG;Santa Bárbara;Santa Bárbara-MG;3157203
MG;Santa Bárbara do Leste;Santa Bárbara do Leste-MG;3157252
MG;Santa Bárbara do Monte Verde;Santa Bárbara do Monte Verde-MG;3157278
MG;Santa Bárbara do Tugúrio;Santa Bárbara do Tugúrio-MG;3157302
MG;Santa Cruz de Minas;Santa Cruz de Minas-MG;3157336
MG;Santa Cruz de Salinas;Santa Cruz de Salinas-MG;3157377
MG;Santa Cruz do Escalvado;Santa Cruz do Escalvado-MG;3157401
MG;Santa Efigênia de Minas;Santa Efigênia de Minas-MG;3157500
MG;Santa Fé de Minas;Santa Fé de Minas-MG;3157609
MG;Santa Helena de Minas;Santa Helena de Minas-MG;3157658
MG;Santa Juliana;Santa Juliana-MG;3157708
MG;Santa Luzia;Santa Luzia-MG;3157807
MG;Santa Margarida;Santa Margarida-MG;3157906
MG;Santa Maria de Itabira;Santa Maria de Itabira-MG;3158003
MG;Santa Maria do Salto;Santa Maria do Salto-MG;3158102
MG;Santa Maria do Suaçuí;Santa Maria do Suaçuí-MG;3158201
MG;Santa Rita de Caldas;Santa Rita de Caldas-MG;3159209
MG;Santa Rita de Ibitipoca;Santa Rita de Ibitipoca-MG;3159407
MG;Santa Rita de Jacutinga;Santa Rita de Jacutinga-MG;3159308
MG;Santa Rita de Minas;Santa Rita de Minas-MG;3159357
MG;Santa Rita do Itueto;Santa Rita do Itueto-MG;3159506
MG;Santa Rita do Sapucaí;Santa Rita do Sapucaí-MG;3159605
MG;Santa Rosa da Serra;Santa Rosa da Serra-MG;3159704
MG;Santa Vitória;Santa Vitória-MG;3159803
MG;Santana da Vargem;Santana da Vargem-MG;3158300
MG;Santana de Cataguases;Santana de Cataguases-MG;3158409
MG;Santana de Pirapama;Santana de Pirapama-MG;3158508
MG;Santana do Deserto;Santana do Deserto-MG;3158607
MG;Santana do Garambéu;Santana do Garambéu-MG;3158706
MG;Santana do Jacaré;Santana do Jacaré-MG;3158805
MG;Santana do Manhuaçu;Santana do Manhuaçu-MG;3158904
MG;Santana do Paraíso;Santana do Paraíso-MG;3158953
MG;Santana do Riacho;Santana do Riacho-MG;3159001
MG;Santana dos Montes;Santana dos Montes-MG;3159100
MG;Santo Antônio do Amparo;Santo Antônio do Amparo-MG;3159902
MG;Santo Antônio do Aventureiro;Santo Antônio do Aventureiro-MG;3160009
MG;Santo Antônio do Grama;Santo Antônio do Grama-MG;3160108
MG;Santo Antônio do Itambé;Santo Antônio do Itambé-MG;3160207
MG;Santo Antônio do Jacinto;Santo Antônio do Jacinto-MG;3160306
MG;Santo Antônio do Monte;Santo Antônio do Monte-MG;3160405
MG;Santo Antônio do Retiro;Santo Antônio do Retiro-MG;3160454
MG;Santo Antônio do Rio Abaixo;Santo Antônio do Rio Abaixo-MG;3160504
MG;Santo Hipólito;Santo Hipólito-MG;3160603
MG;Santos Dumont;Santos Dumont-MG;3160702
MG;São Bento Abade;São Bento Abade-MG;3160801
MG;São Brás do Suaçuí;São Brás do Suaçuí-MG;3160900
MG;São Domingos das Dores;São Domingos das Dores-MG;3160959
MG;São Domingos do Prata;São Domingos do Prata-MG;3161007
MG;São Félix de Minas;São Félix de Minas-MG;3161056
MG;São Francisco;São Francisco-MG;3161106
MG;São Francisco de Paula;São Francisco de Paula-MG;3161205
MG;São Francisco de Sales;São Francisco de Sales-MG;3161304
MG;São Francisco do Glória;São Francisco do Glória-MG;3161403
MG;São Geraldo;São Geraldo-MG;3161502
MG;São Geraldo da Piedade;São Geraldo da Piedade-MG;3161601
MG;São Geraldo do Baixio;São Geraldo do Baixio-MG;3161650
MG;São Gonçalo do Abaeté;São Gonçalo do Abaeté-MG;3161700
MG;São Gonçalo do Pará;São Gonçalo do Pará-MG;3161809
MG;São Gonçalo do Rio Abaixo;São Gonçalo do Rio Abaixo-MG;3161908
MG;São Gonçalo do Rio Preto;São Gonçalo do Rio Preto-MG;3125507
MG;São Gonçalo do Sapucaí;São Gonçalo do Sapucaí-MG;3162005
MG;São Gotardo;São Gotardo-MG;3162104
MG;São João Batista do Glória;São João Batista do Glória-MG;3162203
MG;São João da Lagoa;São João da Lagoa-MG;3162252
MG;São João da Mata;São João da Mata-MG;3162302
MG;São João da Ponte;São João da Ponte-MG;3162401
MG;São João das Missões;São João das Missões-MG;3162450
MG;São João del Rei;São João del Rei-MG;3162500
MG;São João do Manhuaçu;São João do Manhuaçu-MG;3162559
MG;São João do Manteninha;São João do Manteninha-MG;3162575
MG;São João do Oriente;São João do Oriente-MG;3162609
MG;São João do Pacuí;São João do Pacuí-MG;3162658
MG;São João do Paraíso;São João do Paraíso-MG;3162708
MG;São João Evangelista;São João Evangelista-MG;3162807
MG;São João Nepomuceno;São João Nepomuceno-MG;3162906
MG;São Joaquim de Bicas;São Joaquim de Bicas-MG;3162922
MG;São José da Barra;São José da Barra-MG;3162948
MG;São José da Lapa;São José da Lapa-MG;3162955
MG;São José da Safira;São José da Safira-MG;3163003
MG;São José da Varginha;São José da Varginha-MG;3163102
MG;São José do Alegre;São José do Alegre-MG;3163201
MG;São José do Divino;São José do Divino-MG;3163300
MG;São José do Goiabal;São José do Goiabal-MG;3163409
MG;São José do Jacuri;São José do Jacuri-MG;3163508
MG;São José do Mantimento;São José do Mantimento-MG;3163607
MG;São Lourenço;São Lourenço-MG;3163706
MG;São Miguel do Anta;São Miguel do Anta-MG;3163805
MG;São Pedro da União;São Pedro da União-MG;3163904
MG;São Pedro do Suaçuí;São Pedro do Suaçuí-MG;3164100
MG;São Pedro dos Ferros;São Pedro dos Ferros-MG;3164001
MG;São Romão;São Romão-MG;3164209
MG;São Roque de Minas;São Roque de Minas-MG;3164308
MG;São Sebastião da Bela Vista;São Sebastião da Bela Vista-MG;3164407
MG;São Sebastião da Vargem Alegre;São Sebastião da Vargem Alegre-MG;3164431
MG;São Sebastião do Anta;São Sebastião do Anta-MG;3164472
MG;São Sebastião do Maranhão;São Sebastião do Maranhão-MG;3164506
MG;São Sebastião do Oeste;São Sebastião do Oeste-MG;3164605
MG;São Sebastião do Paraíso;São Sebastião do Paraíso-MG;3164704
MG;São Sebastião do Rio Preto;São Sebastião do Rio Preto-MG;3164803
MG;São Sebastião do Rio Verde;São Sebastião do Rio Verde-MG;3164902
MG;São Thomé das Letras;São Thomé das Letras-MG;3165206
MG;São Tiago;São Tiago-MG;3165008
MG;São Tomás de Aquino;São Tomás de Aquino-MG;3165107
MG;São Vicente de Minas;São Vicente de Minas-MG;3165305
MG;Sapucaí-Mirim;Sapucaí-Mirim-MG;3165404
MG;Sardoá;Sardoá-MG;3165503
MG;Sarzedo;Sarzedo-MG;3165537
MG;Sem-Peixe;Sem-Peixe-MG;3165560
MG;Senador Amaral;Senador Amaral-MG;3165578
MG;Senador Cortes;Senador Cortes-MG;3165602
MG;Senador Firmino;Senador Firmino-MG;3165701
MG;Senador José Bento;Senador José Bento-MG;3165800
MG;Senador Modestino Gonçalves;Senador Modestino Gonçalves-MG;3165909
MG;Senhora de Oliveira;Senhora de Oliveira-MG;3166006
MG;Senhora do Porto;Senhora do Porto-MG;3166105
MG;Senhora dos Remédios;Senhora dos Remédios-MG;3166204
MG;Sericita;Sericita-MG;3166303
MG;Seritinga;Seritinga-MG;3166402
MG;Serra Azul de Minas;Serra Azul de Minas-MG;3166501
MG;Serra da Saudade;Serra da Saudade-MG;3166600
MG;Serra do Salitre;Serra do Salitre-MG;3166808
MG;Serra dos Aimorés;Serra dos Aimorés-MG;3166709
MG;Serrania;Serrania-MG;3166907
MG;Serranópolis de Minas;Serranópolis de Minas-MG;3166956
MG;Serranos;Serranos-MG;3167004
MG;Serro;Serro-MG;3167103
MG;Sete Lagoas;Sete Lagoas-MG;3167202
MG;Setubinha;Setubinha-MG;3165552
MG;Silveirânia;Silveirânia-MG;3167301
MG;Silvianópolis;Silvianópolis-MG;3167400
MG;Simão Pereira;Simão Pereira-MG;3167509
MG;Simonésia;Simonésia-MG;3167608
MG;Sobrália;Sobrália-MG;3167707
MG;Soledade de Minas;Soledade de Minas-MG;3167806
MG;Tabuleiro;Tabuleiro-MG;3167905
MG;Taiobeiras;Taiobeiras-MG;3168002
MG;Taparuba;Taparuba-MG;3168051
MG;Tapira;Tapira-MG;3168101
MG;Tapiraí;Tapiraí-MG;3168200
MG;Taquaraçu de Minas;Taquaraçu de Minas-MG;3168309
MG;Tarumirim;Tarumirim-MG;3168408
MG;Teixeiras;Teixeiras-MG;3168507
MG;Teófilo Otoni;Teófilo Otoni-MG;3168606
MG;Timóteo;Timóteo-MG;3168705
MG;Tiradentes;Tiradentes-MG;3168804
MG;Tiros;Tiros-MG;3168903
MG;Tocantins;Tocantins-MG;3169000
MG;Tocos do Moji;Tocos do Moji-MG;3169059
MG;Toledo;Toledo-MG;3169109
MG;Tombos;Tombos-MG;3169208
MG;Três Corações;Três Corações-MG;3169307
MG;Três Marias;Três Marias-MG;3169356
MG;Três Pontas;Três Pontas-MG;3169406
MG;Tumiritinga;Tumiritinga-MG;3169505
MG;Tupaciguara;Tupaciguara-MG;3169604
MG;Turmalina;Turmalina-MG;3169703
MG;Turvolândia;Turvolândia-MG;3169802
MG;Ubá;Ubá-MG;3169901
MG;Ubaí;Ubaí-MG;3170008
MG;Ubaporanga;Ubaporanga-MG;3170057
MG;Uberaba;Uberaba-MG;3170107
MG;Uberlândia;Uberlândia-MG;3170206
MG;Umburatiba;Umburatiba-MG;3170305
MG;Unaí;Unaí-MG;3170404
MG;União de Minas;União de Minas-MG;3170438
MG;Uruana de Minas;Uruana de Minas-MG;3170479
MG;Urucânia;Urucânia-MG;3170503
MG;Urucuia;Urucuia-MG;3170529
MG;Vargem Alegre;Vargem Alegre-MG;3170578
MG;Vargem Bonita;Vargem Bonita-MG;3170602
MG;Vargem Grande do Rio Pardo;Vargem Grande do Rio Pardo-MG;3170651
MG;Varginha;Varginha-MG;3170701
MG;Varjão de Minas;Varjão de Minas-MG;3170750
MG;Várzea da Palma;Várzea da Palma-MG;3170800
MG;Varzelândia;Varzelândia-MG;3170909
MG;Vazante;Vazante-MG;3171006
MG;Verdelândia;Verdelândia-MG;3171030
MG;Veredinha;Veredinha-MG;3171071
MG;Veríssimo;Veríssimo-MG;3171105
MG;Vermelho Novo;Vermelho Novo-MG;3171154
MG;Vespasiano;Vespasiano-MG;3171204
MG;Viçosa;Viçosa-MG;3171303
MG;Vieiras;Vieiras-MG;3171402
MG;Virgem da Lapa;Virgem da Lapa-MG;3171600
MG;Virgínia;Virgínia-MG;3171709
MG;Virginópolis;Virginópolis-MG;3171808
MG;Virgolândia;Virgolândia-MG;3171907
MG;Visconde do Rio Branco;Visconde do Rio Branco-MG;3172004
MG;Volta Grande;Volta Grande-MG;3172103
MG;Wenceslau Braz;Wenceslau Braz-MG;3172202
ES;Afonso Cláudio;Afonso Cláudio-ES;3200102
ES;Água Doce do Norte;Água Doce do Norte-ES;3200169
ES;Águia Branca;Águia Branca-ES;3200136
ES;Alegre;Alegre-ES;3200201
ES;Alfredo Chaves;Alfredo Chaves-ES;3200300
ES;Alto Rio Novo;Alto Rio Novo-ES;3200359
ES;Anchieta;Anchieta-ES;3200409
ES;Apiacá;Apiacá-ES;3200508
ES;Aracruz;Aracruz-ES;3200607
ES;Atílio Vivacqua;Atílio Vivacqua-ES;3200706
ES;Baixo Guandu;Baixo Guandu-ES;3200805
ES;Barra de São Francisco;Barra de São Francisco-ES;3200904
ES;Boa Esperança;Boa Esperança-ES;3201001
ES;Bom Jesus do Norte;Bom Jesus do Norte-ES;3201100
ES;Brejetuba;Brejetuba-ES;3201159
ES;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim-ES;3201209
ES;Cariacica;Cariacica-ES;3201308
ES;Castelo;Castelo-ES;3201407
ES;Colatina;Colatina-ES;3201506
ES;Conceição da Barra;Conceição da Barra-ES;3201605
ES;Conceição do Castelo;Conceição do Castelo-ES;3201704
ES;Divino de São Lourenço;Divino de São Lourenço-ES;3201803
ES;Domingos Martins;Domingos Martins-ES;3201902
ES;Dores do Rio Preto;Dores do Rio Preto-ES;3202009
ES;Ecoporanga;Ecoporanga-ES;3202108
ES;Fundão;Fundão-ES;3202207
ES;Governador Lindenberg;Governador Lindenberg-ES;3202256
