UF;Município;Município-UF;IBGE
MA;Governador Nunes Freire;Governador Nunes Freire-MA;2104677
MA;Graça Aranha;Graça Aranha-MA;2104701
MA;Grajaú;Grajaú-MA;2104800
MA;Guimarães;Guimarães-MA;2104909
MA;Humberto de Campos;Humberto de Campos-MA;2105005
MA;Icatu;Icatu-MA;2105104
MA;Igarapé do Meio;Igarapé do Meio-MA;2105153
MA;Igarapé Grande;Igarapé Grande-MA;2105203
MA;Imperatriz;Imperatriz-MA;2105302
MA;Itaipava do Grajaú;Itaipava do Grajaú-MA;2105351
MA;Itapecuru Mirim;Itapecuru Mirim-MA;2105401
MA;Itinga do Maranhão;Itinga do Maranhão-MA;2105427
MA;Jatobá;Jatobá-MA;2105450
MA;Jenipapo dos Vieiras;Jenipapo dos Vieiras-MA;2105476
MA;João Lisboa;João Lisboa-MA;2105500
MA;Joselândia;Joselândia-MA;2105609
MA;Junco do Maranhão;Junco do Maranhão-MA;2105658
MA;Lago da Pedra;Lago da Pedra-MA;2105708
MA;Lago do Junco;Lago do Junco-MA;2105807
MA;Lago dos Rodrigues;Lago dos Rodrigues-MA;2105948
MA;Lago Verde;Lago Verde-MA;2105906
MA;Lagoa do Mato;Lagoa do Mato-MA;2105922
MA;Lagoa Grande do Maranhão;Lagoa Grande do Maranhão-MA;2105963
MA;Lajeado Novo;Lajeado Novo-MA;2105989
MA;Lima Campos;Lima Campos-MA;2106003
MA;Loreto;Loreto-MA;2106102
MA;Luís Domingues;Luís Domingues-MA;2106201
MA;Magalhães de Almeida;Magalhães de Almeida-MA;2106300
MA;Maracaçumé;Maracaçumé-MA;2106326
MA;Marajá do Sena;Marajá do Sena-MA;2106359
MA;Maranhãozinho;Maranhãozinho-MA;2106375
MA;Mata Roma;Mata Roma-MA;2106409
MA;Matinha;Matinha-MA;2106508
MA;Matões;Matões-MA;2106607
MA;Matões do Norte;Matões do Norte-MA;2106631
MA;Milagres do Maranhão;Milagres do Maranhão-MA;2106672
MA;Mirador;Mirador-MA;2106706
MA;Miranda do Norte;Miranda do Norte-MA;2106755
MA;Mirinzal;Mirinzal-MA;2106805
MA;Monção;Monção-MA;2106904
MA;Montes Altos;Montes Altos-MA;2107001
MA;Morros;Morros-MA;2107100
MA;Nina Rodrigues;Nina Rodrigues-MA;2107209
MA;Nova Colinas;Nova Colinas-MA;2107258
MA;Nova Iorque;Nova Iorque-MA;2107308
MA;Nova Olinda do Maranhão;Nova Olinda do Maranhão-MA;2107357
MA;Olho d'Água das Cunhãs;Olho d'Água das Cunhãs-MA;2107407
MA;Olinda Nova do Maranhão;Olinda Nova do Maranhão-MA;2107456
MA;Paço do Lumiar;Paço do Lumiar-MA;2107506
MA;Palmeirândia;Palmeirândia-MA;2107605
MA;Paraibano;Paraibano-MA;2107704
MA;Parnarama;Parnarama-MA;2107803
MA;Passagem Franca;Passagem Franca-MA;2107902
MA;Pastos Bons;Pastos Bons-MA;2108009
MA;Paulino Neves;Paulino Neves-MA;2108058
MA;Paulo Ramos;Paulo Ramos-MA;2108108
MA;Pedreiras;Pedreiras-MA;2108207
MA;Pedro do Rosário;Pedro do Rosário-MA;2108256
MA;Penalva;Penalva-MA;2108306
MA;Peri Mirim;Peri Mirim-MA;2108405
MA;Peritoró;Peritoró-MA;2108454
MA;Pindaré-Mirim;Pindaré-Mirim-MA;2108504
MA;Pinheiro;Pinheiro-MA;2108603
MA;Pio XII;Pio XII-MA;2108702
MA;Pirapemas;Pirapemas-MA;2108801
MA;Poção de Pedras;Poção de Pedras-MA;2108900
MA;Porto Franco;Porto Franco-MA;2109007
MA;Porto Rico do Maranhão;Porto Rico do Maranhão-MA;2109056
MA;Presidente Dutra;Presidente Dutra-MA;2109106
MA;Presidente Juscelino;Presidente Juscelino-MA;2109205
MA;Presidente Médici;Presidente Médici-MA;2109239
MA;Presidente Sarney;Presidente Sarney-MA;2109270
MA;Presidente Vargas;Presidente Vargas-MA;2109304
MA;Primeira Cruz;Primeira Cruz-MA;2109403
MA;Raposa;Raposa-MA;2109452
MA;Riachão;Riachão-MA;2109502
MA;Ribamar Fiquene;Ribamar Fiquene-MA;2109551
MA;Rosário;Rosário-MA;2109601
MA;Sambaíba;Sambaíba-MA;2109700
MA;Santa Filomena do Maranhão;Santa Filomena do Maranhão-MA;2109759
MA;Santa Helena;Santa Helena-MA;2109809
MA;Santa Inês;Santa Inês-MA;2109908
MA;Santa Luzia;Santa Luzia-MA;2110005
MA;Santa Luzia do Paruá;Santa Luzia do Paruá-MA;2110039
MA;Santa Quitéria do Maranhão;Santa Quitéria do Maranhão-MA;2110104
MA;Santa Rita;Santa Rita-MA;2110203
MA;Santana do Maranhão;Santana do Maranhão-MA;2110237
MA;Santo Amaro do Maranhão;Santo Amaro do Maranhão-MA;2110278
MA;Santo Antônio dos Lopes;Santo Antônio dos Lopes-MA;2110302
MA;São Benedito do Rio Preto;São Benedito do Rio Preto-MA;2110401
MA;São Bento;São Bento-MA;2110500
MA;São Bernardo;São Bernardo-MA;2110609
MA;São Domingos do Azeitão;São Domingos do Azeitão-MA;2110658
MA;São Domingos do Maranhão;São Domingos do Maranhão-MA;2110708
MA;São Félix de Balsas;São Félix de Balsas-MA;2110807
MA;São Francisco do Brejão;São Francisco do Brejão-MA;2110856
MA;São Francisco do Maranhão;São Francisco do Maranhão-MA;2110906
MA;São João Batista;São João Batista-MA;2111003
MA;São João do Carú;São João do Carú-MA;2111029
MA;São João do Paraíso;São João do Paraíso-MA;2111052
MA;São João do Soter;São João do Soter-MA;2111078
MA;São João dos Patos;São João dos Patos-MA;2111102
MA;São José de Ribamar;São José de Ribamar-MA;2111201
MA;São José dos Basílios;São José dos Basílios-MA;2111250
MA;São Luís;São Luís-MA;2111300
MA;São Luís Gonzaga do Maranhão;São Luís Gonzaga do Maranhão-MA;2111409
MA;São Mateus do Maranhão;São Mateus do Maranhão-MA;2111508
MA;São Pedro da Água Branca;São Pedro da Água Branca-MA;2111532
MA;São Pedro dos Crentes;São Pedro dos Crentes-MA;2111573
MA;São Raimundo das Mangabeiras;São Raimundo das Mangabeiras-MA;2111607
MA;São Raimundo do Doca Bezerra;São Raimundo do Doca Bezerra-MA;2111631
MA;São Roberto;São Roberto-MA;2111672
MA;São Vicente Ferrer;São Vicente Ferrer-MA;2111706
MA;Satubinha;Satubinha-MA;2111722
MA;Senador Alexandre Costa;Senador Alexandre Costa-MA;2111748
MA;Senador La Rocque;Senador La Rocque-MA;2111763
MA;Serrano do Maranhão;Serrano do Maranhão-MA;2111789
MA;Sítio Novo;Sítio Novo-MA;2111805
MA;Sucupira do Norte;Sucupira do Norte-MA;2111904
MA;Sucupira do Riachão;Sucupira do Riachão-MA;2111953
MA;Tasso Fragoso;Tasso Fragoso-MA;2112001
MA;Timbiras;Timbiras-MA;2112100
MA;Timon;Timon-MA;2112209
MA;Trizidela do Vale;Trizidela do Vale-MA;2112233
MA;Tufilândia;Tufilândia-MA;2112274
MA;Tuntum;Tuntum-MA;2112308
MA;Turiaçu;Turiaçu-MA;2112407
MA;Turilândia;Turilândia-MA;2112456
MA;Tutóia;Tutóia-MA;2112506
MA;Urbano Santos;Urbano Santos-MA;2112605
MA;Vargem Grande;Vargem Grande-MA;2112704
MA;Viana;Viana-MA;2112803
MA;Vila Nova dos Martírios;Vila Nova dos Martírios-MA;2112852
MA;Vitória do Mearim;Vitória do Mearim-MA;2112902
MA;Vitorino Freire;Vitorino Freire-MA;2113009
MA;Zé Doca;Zé Doca-MA;2114007
PI;Acauã;Acauã-PI;2200053
PI;Agricolândia;Agricolândia-PI;2200103
PI;Água Branca;Água Branca-PI;2200202
PI;Alagoinha do Piauí;Alagoinha do Piauí-PI;2200251
PI;Alegrete do Piauí;Alegrete do Piauí-PI;2200277
PI;Alto Longá;Alto Longá-PI;2200301
PI;Altos;Altos-PI;2200400
PI;Alvorada do Gurguéia;Alvorada do Gurguéia-PI;2200459
PI;Amarante;Amarante-PI;2200509
PI;Angical do Piauí;Angical do Piauí-PI;2200608
PI;Anísio de Abreu;Anísio de Abreu-PI;2200707
PI;Antônio Almeida;Antônio Almeida-PI;2200806
PI;Aroazes;Aroazes-PI;2200905
PI;Aroeiras do Itaim;Aroeiras do Itaim-PI;2200954
PI;Arraial;Arraial-PI;2201002
PI;Assunção do Piauí;Assunção do Piauí-PI;2201051
PI;Avelino Lopes;Avelino Lopes-PI;2201101
PI;Baixa Grande do Ribeiro;Baixa Grande do Ribeiro-PI;2201150
PI;Barra D'Alcântara;Barra D'Alcântara-PI;2201176
PI;Barras;Barras-PI;2201200
PI;Barreiras do Piauí;Barreiras do Piauí-PI;2201309
PI;Barro Duro;Barro Duro-PI;2201408
PI;Batalha;Batalha-PI;2201507
PI;Bela Vista do Piauí;Bela Vista do Piauí-PI;2201556
PI;Belém do Piauí;Belém do Piauí-PI;2201572
PI;Beneditinos;Beneditinos-PI;2201606
PI;Bertolínia;Bertolínia-PI;2201705
PI;Betânia do Piauí;Betânia do Piauí-PI;2201739
PI;Boa Hora;Boa Hora-PI;2201770
PI;Bocaina;Bocaina-PI;2201804
PI;Bom Jesus;Bom Jesus-PI;2201903
PI;Bom Princípio do Piauí;Bom Princípio do Piauí-PI;2201919
PI;Bonfim do Piauí;Bonfim do Piauí-PI;2201929
PI;Boqueirão do Piauí;Boqueirão do Piauí-PI;2201945
PI;Brasileira;Brasileira-PI;2201960
PI;Brejo do Piauí;Brejo do Piauí-PI;2201988
PI;Buriti dos Lopes;Buriti dos Lopes-PI;2202000
PI;Buriti dos Montes;Buriti dos Montes-PI;2202026
PI;Cabeceiras do Piauí;Cabeceiras do Piauí-PI;2202059
PI;Cajazeiras do Piauí;Cajazeiras do Piauí-PI;2202075
PI;Cajueiro da Praia;Cajueiro da Praia-PI;2202083
PI;Caldeirão Grande do Piauí;Caldeirão Grande do Piauí-PI;2202091
PI;Campinas do Piauí;Campinas do Piauí-PI;2202109
PI;Campo Alegre do Fidalgo;Campo Alegre do Fidalgo-PI;2202117
PI;Campo Grande do Piauí;Campo Grande do Piauí-PI;2202133
PI;Campo Largo do Piauí;Campo Largo do Piauí-PI;2202174
PI;Campo Maior;Campo Maior-PI;2202208
PI;Canavieira;Canavieira-PI;2202251
PI;Canto do Buriti;Canto do Buriti-PI;2202307
PI;Capitão de Campos;Capitão de Campos-PI;2202406
PI;Capitão Gervásio Oliveira;Capitão Gervásio Oliveira-PI;2202455
PI;Caracol;Caracol-PI;2202505
PI;Caraúbas do Piauí;Caraúbas do Piauí-PI;2202539
PI;Caridade do Piauí;Caridade do Piauí-PI;2202554
PI;Castelo do Piauí;Castelo do Piauí-PI;2202604
PI;Caxingó;Caxingó-PI;2202653
PI;Cocal;Cocal-PI;2202703
PI;Cocal de Telha;Cocal de Telha-PI;2202711
PI;Cocal dos Alves;Cocal dos Alves-PI;2202729
PI;Coivaras;Coivaras-PI;2202737
PI;Colônia do Gurguéia;Colônia do Gurguéia-PI;2202752
PI;Colônia do Piauí;Colônia do Piauí-PI;2202778
PI;Conceição do Canindé;Conceição do Canindé-PI;2202802
PI;Coronel José Dias;Coronel José Dias-PI;2202851
PI;Corrente;Corrente-PI;2202901
PI;Cristalândia do Piauí;Cristalândia do Piauí-PI;2203008
PI;Cristino Castro;Cristino Castro-PI;2203107
PI;Curimatá;Curimatá-PI;2203206
PI;Currais;Currais-PI;2203230
PI;Curral Novo do Piauí;Curral Novo do Piauí-PI;2203271
PI;Curralinhos;Curralinhos-PI;2203255
PI;Demerval Lobão;Demerval Lobão-PI;2203305
PI;Dirceu Arcoverde;Dirceu Arcoverde-PI;2203354
PI;Dom Expedito Lopes;Dom Expedito Lopes-PI;2203404
PI;Dom Inocêncio;Dom Inocêncio-PI;2203453
PI;Domingos Mourão;Domingos Mourão-PI;2203420
PI;Elesbão Veloso;Elesbão Veloso-PI;2203503
PI;Eliseu Martins;Eliseu Martins-PI;2203602
PI;Esperantina;Esperantina-PI;2203701
PI;Fartura do Piauí;Fartura do Piauí-PI;2203750
PI;Flores do Piauí;Flores do Piauí-PI;2203800
PI;Floresta do Piauí;Floresta do Piauí-PI;2203859
PI;Floriano;Floriano-PI;2203909
PI;Francinópolis;Francinópolis-PI;2204006
PI;Francisco Ayres;Francisco Ayres-PI;2204105
PI;Francisco Macedo;Francisco Macedo-PI;2204154
PI;Francisco Santos;Francisco Santos-PI;2204204
PI;Fronteiras;Fronteiras-PI;2204303
PI;Geminiano;Geminiano-PI;2204352
PI;Gilbués;Gilbués-PI;2204402
PI;Guadalupe;Guadalupe-PI;2204501
PI;Guaribas;Guaribas-PI;2204550
PI;Hugo Napoleão;Hugo Napoleão-PI;2204600
PI;Ilha Grande;Ilha Grande-PI;2204659
PI;Inhuma;Inhuma-PI;2204709
PI;Ipiranga do Piauí;Ipiranga do Piauí-PI;2204808
PI;Isaías Coelho;Isaías Coelho-PI;2204907
PI;Itainópolis;Itainópolis-PI;2205003
PI;Itaueira;Itaueira-PI;2205102
PI;Jacobina do Piauí;Jacobina do Piauí-PI;2205151
PI;Jaicós;Jaicós-PI;2205201
PI;Jardim do Mulato;Jardim do Mulato-PI;2205250
PI;Jatobá do Piauí;Jatobá do Piauí-PI;2205276
PI;Jerumenha;Jerumenha-PI;2205300
PI;João Costa;João Costa-PI;2205359
PI;Joaquim Pires;Joaquim Pires-PI;2205409
PI;Joca Marques;Joca Marques-PI;2205458
PI;José de Freitas;José de Freitas-PI;2205508
PI;Juazeiro do Piauí;Juazeiro do Piauí-PI;2205516
PI;Júlio Borges;Júlio Borges-PI;2205524
PI;Jurema;Jurema-PI;2205532
PI;Lagoa Alegre;Lagoa Alegre-PI;2205557
PI;Lagoa de São Francisco;Lagoa de São Francisco-PI;2205573
PI;Lagoa do Barro do Piauí;Lagoa do Barro do Piauí-PI;2205565
PI;Lagoa do Piauí;Lagoa do Piauí-PI;2205581
PI;Lagoa do Sítio;Lagoa do Sítio-PI;2205599
PI;Lagoinha do Piauí;Lagoinha do Piauí-PI;2205540
PI;Landri Sales;Landri Sales-PI;2205607
PI;Luís Correia;Luís Correia-PI;2205706
PI;Luzilândia;Luzilândia-PI;2205805
PI;Madeiro;Madeiro-PI;2205854
PI;Manoel Emídio;Manoel Emídio-PI;2205904
PI;Marcolândia;Marcolândia-PI;2205953
PI;Marcos Parente;Marcos Parente-PI;2206001
PI;Massapê do Piauí;Massapê do Piauí-PI;2206050
PI;Matias Olímpio;Matias Olímpio-PI;2206100
PI;Miguel Alves;Miguel Alves-PI;2206209
PI;Miguel Leão;Miguel Leão-PI;2206308
PI;Milton Brandão;Milton Brandão-PI;2206357
PI;Monsenhor Gil;Monsenhor Gil-PI;2206407
PI;Monsenhor Hipólito;Monsenhor Hipólito-PI;2206506
PI;Monte Alegre do Piauí;Monte Alegre do Piauí-PI;2206605
PI;Morro Cabeça no Tempo;Morro Cabeça no Tempo-PI;2206654
PI;Morro do Chapéu do Piauí;Morro do Chapéu do Piauí-PI;2206670
PI;Murici dos Portelas;Murici dos Portelas-PI;2206696
PI;Nazaré do Piauí;Nazaré do Piauí-PI;2206704
PI;Nazária;Nazária-PI;2206720
PI;Nossa Senhora de Nazaré;Nossa Senhora de Nazaré-PI;2206753
PI;Nossa Senhora dos Remédios;Nossa Senhora dos Remédios-PI;2206803
PI;Nova Santa Rita;Nova Santa Rita-PI;2207959
PI;Novo Oriente do Piauí;Novo Oriente do Piauí-PI;2206902
PI;Novo Santo Antônio;Novo Santo Antônio-PI;2206951
PI;Oeiras;Oeiras-PI;2207009
PI;Olho D'Água do Piauí;Olho D'Água do Piauí-PI;2207108
PI;Padre Marcos;Padre Marcos-PI;2207207
PI;Paes Landim;Paes Landim-PI;2207306
PI;Pajeú do Piauí;Pajeú do Piauí-PI;2207355
PI;Palmeira do Piauí;Palmeira do Piauí-PI;2207405
PI;Palmeirais;Palmeirais-PI;2207504
PI;Paquetá;Paquetá-PI;2207553
PI;Parnaguá;Parnaguá-PI;2207603
PI;Parnaíba;Parnaíba-PI;2207702
PI;Passagem Franca do Piauí;Passagem Franca do Piauí-PI;2207751
PI;Patos do Piauí;Patos do Piauí-PI;2207777
PI;Pau D'Arco do Piauí;Pau D'Arco do Piauí-PI;2207793
PI;Paulistana;Paulistana-PI;2207801
PI;Pavussu;Pavussu-PI;2207850
PI;Pedro II;Pedro II-PI;2207900
PI;Pedro Laurentino;Pedro Laurentino-PI;2207934
PI;Picos;Picos-PI;2208007
PI;Pimenteiras;Pimenteiras-PI;2208106
PI;Pio IX;Pio IX-PI;2208205
PI;Piracuruca;Piracuruca-PI;2208304
PI;Piripiri;Piripiri-PI;2208403
PI;Porto;Porto-PI;2208502
PI;Porto Alegre do Piauí;Porto Alegre do Piauí-PI;2208551
PI;Prata do Piauí;Prata do Piauí-PI;2208601
PI;Queimada Nova;Queimada Nova-PI;2208650
PI;Redenção do Gurguéia;Redenção do Gurguéia-PI;2208700
PI;Regeneração;Regeneração-PI;2208809
PI;Riacho Frio;Riacho Frio-PI;2208858
PI;Ribeira do Piauí;Ribeira do Piauí-PI;2208874
PI;Ribeiro Gonçalves;Ribeiro Gonçalves-PI;2208908
PI;Rio Grande do Piauí;Rio Grande do Piauí-PI;2209005
PI;Santa Cruz do Piauí;Santa Cruz do Piauí-PI;2209104
PI;Santa Cruz dos Milagres;Santa Cruz dos Milagres-PI;2209153
PI;Santa Filomena;Santa Filomena-PI;2209203
PI;Santa Luz;Santa Luz-PI;2209302
PI;Santa Rosa do Piauí;Santa Rosa do Piauí-PI;2209377
PI;Santana do Piauí;Santana do Piauí-PI;2209351
PI;Santo Antônio de Lisboa;Santo Antônio de Lisboa-PI;2209401
PI;Santo Antônio dos Milagres;Santo Antônio dos Milagres-PI;2209450
PI;Santo Inácio do Piauí;Santo Inácio do Piauí-PI;2209500
PI;São Braz do Piauí;São Braz do Piauí-PI;2209559
PI;São Félix do Piauí;São Félix do Piauí-PI;2209609
PI;São Francisco de Assis do Piauí;São Francisco de Assis do Piauí-PI;2209658
PI;São Francisco do Piauí;São Francisco do Piauí-PI;2209708
PI;São Gonçalo do Gurguéia;São Gonçalo do Gurguéia-PI;2209757
PI;São Gonçalo do Piauí;São Gonçalo do Piauí-PI;2209807
PI;São João da Canabrava;São João da Canabrava-PI;2209856
PI;São João da Fronteira;São João da Fronteira-PI;2209872
PI;São João da Serra;São João da Serra-PI;2209906
PI;São João da Varjota;São João da Varjota-PI;2209955
PI;São João do Arraial;São João do Arraial-PI;2209971
PI;São João do Piauí;São João do Piauí-PI;2210003
PI;São José do Divino;São José do Divino-PI;2210052
PI;São José do Peixe;São José do Peixe-PI;2210102
PI;São José do Piauí;São José do Piauí-PI;2210201
PI;São Julião;São Julião-PI;2210300
PI;São Lourenço do Piauí;São Lourenço do Piauí-PI;2210359
PI;São Luis do Piauí;São Luis do Piauí-PI;2210375
PI;São Miguel da Baixa Grande;São Miguel da Baixa Grande-PI;2210383
PI;São Miguel do Fidalgo;São Miguel do Fidalgo-PI;2210391
PI;São Miguel do Tapuio;São Miguel do Tapuio-PI;2210409
PI;São Pedro do Piauí;São Pedro do Piauí-PI;2210508
PI;São Raimundo Nonato;São Raimundo Nonato-PI;2210607
PI;Sebastião Barros;Sebastião Barros-PI;2210623
PI;Sebastião Leal;Sebastião Leal-PI;2210631
PI;Sigefredo Pacheco;Sigefredo Pacheco-PI;2210656
PI;Simões;Simões-PI;2210706
PI;Simplício Mendes;Simplício Mendes-PI;2210805
PI;Socorro do Piauí;Socorro do Piauí-PI;2210904
PI;Sussuapara;Sussuapara-PI;2210938
PI;Tamboril do Piauí;Tamboril do Piauí-PI;2210953
PI;Tanque do Piauí;Tanque do Piauí-PI;2210979
PI;Teresina;Teresina-PI;2211001
PI;União;União-PI;2211100
PI;Uruçuí;Uruçuí-PI;2211209
PI;Valença do Piauí;Valença do Piauí-PI;2211308
PI;Várzea Branca;Várzea Branca-PI;2211357
PI;Várzea Grande;Várzea Grande-PI;2211407
PI;Vera Mendes;Vera Mendes-PI;2211506
PI;Vila Nova do Piauí;Vila Nova do Piauí-PI;2211605
PI;Wall Ferraz;Wall Ferraz-PI;2211704
CE;Abaiara;Abaiara-CE;2300101
CE;Acarape;Acarape-CE;2300150
CE;Acaraú;Acaraú-CE;2300200
CE;Acopiara;Acopiara-CE;2300309
CE;Aiuaba;Aiuaba-CE;2300408
CE;Alcântaras;Alcântaras-CE;2300507
CE;Altaneira;Altaneira-CE;2300606
CE;Alto Santo;Alto Santo-CE;2300705
CE;Amontada;Amontada-CE;2300754
CE;Antonina do Norte;Antonina do Norte-CE;2300804
CE;Apuiarés;Apuiarés-CE;2300903
CE;Aquiraz;Aquiraz-CE;2301000
CE;Aracati;Aracati-CE;2301109
CE;Aracoiaba;Aracoiaba-CE;2301208
CE;Ararendá;Ararendá-CE;2301257
CE;Araripe;Araripe-CE;2301307
CE;Aratuba;Aratuba-CE;2301406
CE;Arneiroz;Arneiroz-CE;2301505
CE;Assaré;Assaré-CE;2301604
CE;Aurora;Aurora-CE;2301703
CE;Baixio;Baixio-CE;2301802
CE;Banabuiú;Banabuiú-CE;2301851
CE;Barbalha;Barbalha-CE;2301901
CE;Barreira;Barreira-CE;2301950
CE;Barro;Barro-CE;2302008
CE;Barroquinha;Barroquinha-CE;2302057
CE;Baturité;Baturité-CE;2302107
CE;Beberibe;Beberibe-CE;2302206
CE;Bela Cruz;Bela Cruz-CE;2302305
CE;Boa Viagem;Boa Viagem-CE;2302404
CE;Brejo Santo;Brejo Santo-CE;2302503
CE;Camocim;Camocim-CE;2302602
CE;Campos Sales;Campos Sales-CE;2302701
CE;Canindé;Canindé-CE;2302800
CE;Capistrano;Capistrano-CE;2302909
CE;Caridade;Caridade-CE;2303006
CE;Cariré;Cariré-CE;2303105
CE;Caririaçu;Caririaçu-CE;2303204
CE;Cariús;Cariús-CE;2303303
CE;Carnaubal;Carnaubal-CE;2303402
CE;Cascavel;Cascavel-CE;2303501
CE;Catarina;Catarina-CE;2303600
CE;Catunda;Catunda-CE;2303659
CE;Caucaia;Caucaia-CE;2303709
CE;Cedro;Cedro-CE;2303808
CE;Chaval;Chaval-CE;2303907
CE;Choró;Choró-CE;2303931
CE;Chorozinho;Chorozinho-CE;2303956
CE;Coreaú;Coreaú-CE;2304004
CE;Crateús;Crateús-CE;2304103
CE;Crato;Crato-CE;2304202
CE;Croatá;Croatá-CE;2304236
CE;Cruz;Cruz-CE;2304251
CE;Deputado Irapuan Pinheiro;Deputado Irapuan Pinheiro-CE;2304269
CE;Ererê;Ererê-CE;2304277
CE;Eusébio;Eusébio-CE;2304285
CE;Farias Brito;Farias Brito-CE;2304301
CE;Forquilha;Forquilha-CE;2304350
CE;Fortaleza;Fortaleza-CE;2304400
CE;Fortim;Fortim-CE;2304459
CE;Frecheirinha;Frecheirinha-CE;2304509
CE;General Sampaio;General Sampaio-CE;2304608
CE;Graça;Graça-CE;2304657
CE;Granja;Granja-CE;2304707
CE;Granjeiro;Granjeiro-CE;2304806
CE;Groaíras;Groaíras-CE;2304905
CE;Guaiúba;Guaiúba-CE;2304954
CE;Guaraciaba do Norte;Guaraciaba do Norte-CE;2305001
CE;Guaramiranga;Guaramiranga-CE;2305100
CE;Hidrolândia;Hidrolândia-CE;2305209
CE;Horizonte;Horizonte-CE;2305233
CE;Ibaretama;Ibaretama-CE;2305266
CE;Ibiapina;Ibiapina-CE;2305308
CE;Ibicuitinga;Ibicuitinga-CE;2305332
CE;Icapuí;Icapuí-CE;2305357
CE;Icó;Icó-CE;2305407
CE;Iguatu;Iguatu-CE;2305506
CE;Independência;Independência-CE;2305605
CE;Ipaporanga;Ipaporanga-CE;2305654
CE;Ipaumirim;Ipaumirim-CE;2305704
CE;Ipu;Ipu-CE;2305803
CE;Ipueiras;Ipueiras-CE;2305902
CE;Iracema;Iracema-CE;2306009
CE;Irauçuba;Irauçuba-CE;2306108
CE;Itaiçaba;Itaiçaba-CE;2306207
CE;Itaitinga;Itaitinga-CE;2306256
CE;Itapajé;Itapajé-CE;2306306
CE;Itapipoca;Itapipoca-CE;2306405
CE;Itapiúna;Itapiúna-CE;2306504
CE;Itarema;Itarema-CE;2306553
CE;Itatira;Itatira-CE;2306603
CE;Jaguaretama;Jaguaretama-CE;2306702
CE;Jaguaribara;Jaguaribara-CE;2306801
CE;Jaguaribe;Jaguaribe-CE;2306900
CE;Jaguaruana;Jaguaruana-CE;2307007
CE;Jardim;Jardim-CE;2307106
CE;Jati;Jati-CE;2307205
CE;Jijoca de Jericoacoara;Jijoca de Jericoacoara-CE;2307254
CE;Juazeiro do Norte;Juazeiro do Norte-CE;2307304
CE;Jucás;Jucás-CE;2307403
CE;Lavras da Mangabeira;Lavras da Mangabeira-CE;2307502
CE;Limoeiro do Norte;Limoeiro do Norte-CE;2307601
CE;Madalena;Madalena-CE;2307635
CE;Maracanaú;Maracanaú-CE;2307650
CE;Maranguape;Maranguape-CE;2307700
CE;Marco;Marco-CE;2307809
CE;Martinópole;Martinópole-CE;2307908
CE;Massapê;Massapê-CE;2308005
CE;Mauriti;Mauriti-CE;2308104
CE;Meruoca;Meruoca-CE;2308203
CE;Milagres;Milagres-CE;2308302
CE;Milhã;Milhã-CE;2308351
CE;Miraíma;Miraíma-CE;2308377
CE;Missão Velha;Missão Velha-CE;2308401
CE;Mombaça;Mombaça-CE;2308500
CE;Monsenhor Tabosa;Monsenhor Tabosa-CE;2308609
CE;Morada Nova;Morada Nova-CE;2308708
CE;Moraújo;Moraújo-CE;2308807
CE;Morrinhos;Morrinhos-CE;2308906
CE;Mucambo;Mucambo-CE;2309003
CE;Mulungu;Mulungu-CE;2309102
CE;Nova Olinda;Nova Olinda-CE;2309201
CE;Nova Russas;Nova Russas-CE;2309300
CE;Novo Oriente;Novo Oriente-CE;2309409
CE;Ocara;Ocara-CE;2309458
CE;Orós;Orós-CE;2309508
CE;Pacajus;Pacajus-CE;2309607
CE;Pacatuba;Pacatuba-CE;2309706
CE;Pacoti;Pacoti-CE;2309805
CE;Pacujá;Pacujá-CE;2309904
CE;Palhano;Palhano-CE;2310001
CE;Palmácia;Palmácia-CE;2310100
CE;Paracuru;Paracuru-CE;2310209
CE;Paraipaba;Paraipaba-CE;2310258
CE;Parambu;Parambu-CE;2310308
CE;Paramoti;Paramoti-CE;2310407
CE;Pedra Branca;Pedra Branca-CE;2310506
CE;Penaforte;Penaforte-CE;2310605
CE;Pentecoste;Pentecoste-CE;2310704
CE;Pereiro;Pereiro-CE;2310803
CE;Pindoretama;Pindoretama-CE;2310852
CE;Piquet Carneiro;Piquet Carneiro-CE;2310902
CE;Pires Ferreira;Pires Ferreira-CE;2310951
CE;Poranga;Poranga-CE;2311009
CE;Porteiras;Porteiras-CE;2311108
CE;Potengi;Potengi-CE;2311207
CE;Potiretama;Potiretama-CE;2311231
CE;Quiterianópolis;Quiterianópolis-CE;2311264
CE;Quixadá;Quixadá-CE;2311306
